chr	start	end	interval_id	num_peaks	num_samples	MV411_1_773_R1.bool	MV411_2_774_R1.bool	MV411_1_773_R1.fc	MV411_2_774_R1.fc	MV411_1_773_R1.qval	MV411_2_774_R1.qval	MV411_1_773_R1.pval	MV411_2_774_R1.pval	MV411_1_773_R1.start	MV411_2_774_R1.start	MV411_1_773_R1.end	MV411_2_774_R1.end	MV411_1_773_R1.summit	MV411_2_774_R1.summit	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr1	84854400	84854641	Interval_36	1	1	TRUE	FALSE	6.49902	NA	9.79726	NA	14.2362	NA	84854400	NA	84854641	NA	80	NA	NA	intron (LPAR3, intron 1 of 1)	NA	38692	LPAR3								
chr1	85058752	85059123	Interval_37	2	2	TRUE	TRUE	8.86983	6.25846	18.54072	4.0384	23.29007	8.95689	85058752	85058857	85059123	85058926	165	62	NA	Intergenic	NA	-3374	WDR63								
chr1	87869681	87870002	Interval_38	1	1	TRUE	FALSE	7.26337	NA	11.74801	NA	16.27474	NA	87869681	NA	87870002	NA	164	NA	NA	Intergenic	NA	-89596	LOC101927871								
chr1	89464075	89464312	Interval_39	1	1	TRUE	FALSE	6.37399	NA	8.36681	NA	12.74348	NA	89464075	NA	89464312	NA	76	NA	NA	Intergenic	NA	56515	GBP1P1								
chr1	89680976	89681367	Interval_40	1	1	TRUE	FALSE	9.86609	NA	20.84747	NA	25.66859	NA	89680976	NA	89681367	NA	249	NA	NA	intron (LRRC8C, intron 1 of 2)	NA	12878	LRRC8C								
chr1	94504616	94504821	Interval_41	1	1	TRUE	FALSE	4.93768	NA	4.85197	NA	9.00107	NA	94504616	NA	94504821	NA	154	NA	NA	intron (ABCD3, intron 20 of 22)	NA	37138	F3								
chr1	96309800	96310056	Interval_42	1	1	TRUE	FALSE	3.8777	NA	2.24978	NA	6.17368	NA	96309800	NA	96310056	NA	127	NA	NA	intron (RP5-898J17.1, intron 3 of 5)	NA	64197	RP5-898J17.1								
chr1	96362655	96362895	Interval_43	1	1	TRUE	FALSE	4.11258	NA	4.93581	NA	9.09299	NA	96362655	NA	96362895	NA	159	NA	NA	intron (RP5-898J17.1, intron 1 of 5)	NA	11350	RP5-898J17.1								
chr1	107623004	107623327	Interval_44	1	1	TRUE	FALSE	6.44902	NA	8.49165	NA	12.87891	NA	107623004	NA	107623327	NA	177	NA	NA	intron (VAV3, intron 20 of 25)	NA	-274116	MIR7852								
chr1	107804199	107804496	Interval_45	1	1	TRUE	FALSE	3.86588	NA	3.27143	NA	7.28745	NA	107804199	NA	107804496	NA	168	NA	NA	intron (VAV3, intron 2 of 25)	NA	-92934	MIR7852								
chr1	108041829	108042241	Interval_46	1	1	TRUE	FALSE	9.72676	NA	20.86049	NA	25.68173	NA	108041829	NA	108042241	NA	222	NA	NA	Intergenic	NA	-77119	VAV3								
chr1	108063760	108064045	Interval_47	1	1	TRUE	FALSE	4.74902	NA	7.65972	NA	12.00288	NA	108063760	NA	108064045	NA	143	NA	NA	Intergenic	NA	-98987	VAV3								
chr1	109084029	109084228	Interval_48	1	1	TRUE	FALSE	5.99341	NA	7.58669	NA	11.92579	NA	109084029	NA	109084228	NA	59	NA	NA	Intergenic	NA	-6652	TMEM167B								
chr1	111689496	111689748	Interval_49	1	1	TRUE	FALSE	5.30999	NA	5.02144	NA	9.19631	NA	111689496	NA	111689748	NA	120	NA	NA	intron (RAP1A, intron 2 of 8)	NA	-50219	FAM212B-AS1								
chr1	115373297	115373668	Interval_50	2	2	TRUE	TRUE	10.56029	6.36069	27.4145	4.21225	32.38012	9.15976	115373297	115373398	115373668	115373487	164	36	NA	Intergenic	NA	-35099	NGF								
chr1	116535856	116536182	Interval_51	2	2	TRUE	TRUE	12.11488	7.06743	30.91454	5.50302	35.95376	10.54346	116535856	116535888	116536182	116536067	159	123	NA	exon (CD58, exon 3 of 6)	NA	24092	MIR548AC								
chr1	117003459	117003814	Interval_52	1	1	TRUE	FALSE	4.97818	NA	4.48791	NA	8.61727	NA	117003459	NA	117003814	NA	209	NA	NA	intron (CD101, intron 1 of 9)	NA	1887	CD101								
chr1	121400869	121401173	Interval_53	1	1	TRUE	FALSE	5.5378	NA	5.85255	NA	10.08339	NA	121400869	NA	121401173	NA	182	NA	NA	Intergenic	NA	-3116	SRGAP2-AS1								
chr1	121458683	121458981	Interval_54	1	1	TRUE	FALSE	7.13243	NA	10.37397	NA	14.84424	NA	121458683	NA	121458981	NA	162	NA	NA	Intergenic	NA	-60280	EMBP1								
chr1	122853729	122853798	Interval_55	1	1	FALSE	TRUE	NA	5.6396	NA	4.52322	NA	9.4894	NA	122853729	NA	122853798	NA	26	NA	Intergenic	NA	1334652	EMBP1								
chr1	123153478	123153547	Interval_56	1	1	FALSE	TRUE	NA	8.78438	NA	8.85371	NA	14.06428	NA	123153478	NA	123153547	NA	15	NA	Intergenic	NA	1634401	EMBP1								
chr1	123531472	123531742	Interval_57	1	1	TRUE	FALSE	7.81585	NA	13.33927	NA	17.9279	NA	123531472	NA	123531742	NA	119	NA	NA	Intergenic	NA	2012495	EMBP1								
chr1	123720115	123720192	Interval_58	1	1	FALSE	TRUE	NA	6.01918	NA	9.22416	NA	14.44261	NA	123720115	NA	123720192	NA	38	NA	Intergenic	NA	2201042	EMBP1								
chr1	124343545	124343616	Interval_59	1	1	FALSE	TRUE	NA	5.32466	NA	6.70217	NA	11.80518	NA	124343545	NA	124343616	NA	36	NA	Intergenic	NA	2824469	EMBP1								
chr1	124370217	124370292	Interval_60	1	1	FALSE	TRUE	NA	10.98047	NA	13.45708	NA	18.81212	NA	124370217	NA	124370292	NA	27	NA	Intergenic	NA	2851143	EMBP1								
chr1	124421030	124421105	Interval_61	1	1	FALSE	TRUE	NA	9.10656	NA	16.04784	NA	21.47824	NA	124421030	NA	124421105	NA	15	NA	Intergenic	NA	2901956	EMBP1								
chr1	124486070	124486139	Interval_62	1	1	FALSE	TRUE	NA	8.78438	NA	8.85371	NA	14.06428	NA	124486070	NA	124486139	NA	34	NA	Intergenic	NA	2966993	EMBP1								
chr1	124495260	124495348	Interval_63	1	1	FALSE	TRUE	NA	8.78438	NA	8.85371	NA	14.06428	NA	124495260	NA	124495348	NA	47	NA	Intergenic	NA	2976192	EMBP1								
chr1	124562317	124562591	Interval_64	1	1	TRUE	FALSE	6.3598	NA	10.05867	NA	14.51252	NA	124562317	NA	124562591	NA	140	NA	NA	Intergenic	NA	3043342	EMBP1								
chr1	124568545	124568615	Interval_65	1	1	FALSE	TRUE	NA	9.18766	NA	9.69002	NA	14.92762	NA	124568545	NA	124568615	NA	27	NA	Intergenic	NA	3049468	EMBP1								
chr1	124570226	124570310	Interval_66	1	1	FALSE	TRUE	NA	6.54772	NA	12.42429	NA	17.74412	NA	124570226	NA	124570310	NA	44	NA	Intergenic	NA	3051156	EMBP1								
chr1	125180037	125180328	Interval_67	2	2	TRUE	TRUE	6.90939	34.46411	22.81757	91.06308	27.67706	98.5999	125180037	125180142	125180328	125180238	154	41	NA	Intergenic	NA	3661071	EMBP1								
chr1	143185106	143185217	Interval_68	1	1	FALSE	TRUE	NA	8.99766	NA	14.81737	NA	20.20899	NA	143185106	NA	143185217	NA	56	NA	Intergenic	NA	119174	LOC101929814								
chr1	143231874	143231945	Interval_69	1	1	FALSE	TRUE	NA	6.59093	NA	9.11925	NA	14.33523	NA	143231874	NA	143231945	NA	17	NA	Intergenic	NA	72426	LOC101929814								
chr1	143241075	143241152	Interval_70	1	1	FALSE	TRUE	NA	9.33783	NA	11.4854	NA	16.77468	NA	143241075	NA	143241152	NA	38	NA	Intergenic	NA	63222	LOC101929814								
chr1	143263408	143263493	Interval_71	1	1	FALSE	TRUE	NA	3.85293	NA	15.82253	NA	21.25085	NA	143263408	NA	143263493	NA	41	NA	Intergenic	NA	40885	LOC101929814								
chr1	143264565	143264829	Interval_72	2	2	TRUE	TRUE	3.82937	18.64291	19.67595	85.08881	24.45144	92.45277	143264565	143264624	143264829	143264737	114	56	NA	Intergenic	NA	39639	LOC101929814								
chr1	145980100	145980522	Interval_73	2	2	TRUE	TRUE	17.59509	7.77208	68.92241	6.94833	74.66957	12.07101	145980100	145980305	145980522	145980374	247	47	NA	Intergenic	NA	16320	TXNIP								
chr1	146035642	146035883	Interval_74	1	1	TRUE	FALSE	4.17137	NA	3.90997	NA	7.99138	NA	146035642	NA	146035883	NA	155	NA	NA	promoter-TSS (TRNAE21)	NA	71	TRNAE21								
chr1	150613631	150613839	Interval_75	1	1	TRUE	FALSE	5.45061	NA	6.64108	NA	10.91037	NA	150613631	NA	150613839	NA	123	NA	NA	Intergenic	NA	15887	ENSA								
chr1	153671164	153671426	Interval_76	1	1	TRUE	FALSE	6.86498	NA	10.46347	NA	14.93519	NA	153671164	NA	153671426	NA	142	NA	NA	promoter-TSS (ILF2)	NA	45	TRNAM3								
chr1	153920509	153920740	Interval_77	1	1	TRUE	FALSE	5.54313	NA	10.45286	NA	14.92426	NA	153920509	NA	153920740	NA	153	NA	NA	intron (GATAD2B, intron 1 of 10)	NA	2350	GATAD2B								
chr1	155002233	155002431	Interval_78	1	1	TRUE	FALSE	4.62961	NA	5.97894	NA	10.22378	NA	155002233	NA	155002431	NA	92	NA	NA	promoter-TSS (ZBTB7B)	NA	-298	ZBTB7B								
chr1	156483102	156483387	Interval_79	1	1	FALSE	TRUE	NA	10.34836	NA	12.19557	NA	17.50834	NA	156483102	NA	156483387	NA	46	NA	exon (MEF2D, exon 2 of 12)	NA	17575	MEF2D								
chr1	161612624	161612819	Interval_80	1	1	TRUE	FALSE	5.24822	NA	4.93471	NA	9.08956	NA	161612624	NA	161612819	NA	72	NA	NA	promoter-TSS (TRNAL3)	NA	-693	TRNAL3								
chr1	167563515	167563811	Interval_81	1	1	TRUE	FALSE	11.1579	NA	31.23942	NA	36.28691	NA	167563515	NA	167563811	NA	150	NA	NA	Intergenic	NA	-9844	CREG1								
chr1	167628095	167628390	Interval_82	1	1	TRUE	FALSE	7.48973	NA	18.90044	NA	23.66382	NA	167628095	NA	167628390	NA	133	NA	NA	intron (LOC102724466, intron 2 of 2)	NA	-1996	RCSD1								
chr1	168504094	168504448	Interval_83	1	1	TRUE	FALSE	7.07353	NA	15.95479	NA	20.62834	NA	168504094	NA	168504448	NA	177	NA	NA	Intergenic	NA	-8627	RP5-968D22.3								
chr1	169312319	169312523	Interval_84	1	1	TRUE	FALSE	5.08219	NA	5.02144	NA	9.19631	NA	169312319	NA	169312523	NA	65	NA	NA	intron (NME7, intron 1 of 9)	NA	-55535	BLZF1								
chr1	170182440	170182653	Interval_85	1	1	TRUE	FALSE	4.83235	NA	5.0719	NA	9.25272	NA	170182440	NA	170182653	NA	86	NA	NA	Intergenic	NA	-31085	MIR3119-1								
chr1	171828772	171829249	Interval_86	2	2	TRUE	TRUE	14.76078	6.99563	47.89	5.3753	53.2725	10.39977	171828772	171828948	171829249	171829039	245	54	NA	Intergenic	NA	-12484	DNM3								
chr1	173150000	173150284	Interval_87	1	1	TRUE	FALSE	7.56008	NA	13.07493	NA	17.64534	NA	173150000	NA	173150284	NA	123	NA	NA	Intergenic	NA	55411	TNFSF4								
chr1	175573452	175573820	Interval_88	1	1	TRUE	FALSE	5.98444	NA	7.68563	NA	12.02927	NA	175573452	NA	175573820	NA	117	NA	NA	intron (TNR, intron 1 of 22)	NA	16648	LOC101928727								
chr1	178067376	178067638	Interval_89	1	1	TRUE	FALSE	4.64142	NA	4.32818	NA	8.44714	NA	178067376	NA	178067638	NA	110	NA	NA	Intergenic	NA	26486	RASAL2-AS1								
chr1	179129615	179129894	Interval_90	1	1	TRUE	FALSE	9.86609	NA	20.84747	NA	25.66859	NA	179129615	NA	179129894	NA	200	NA	NA	intron (ABL2, intron 2 of 10)	NA	47778	TOR3A								
chr1	181283266	181283570	Interval_91	1	1	TRUE	FALSE	9.54838	NA	22.1809	NA	27.03166	NA	181283266	NA	181283570	NA	131	NA	NA	Intergenic	NA	47030	GM140								
chr1	182540288	182540480	Interval_92	1	1	TRUE	FALSE	5.97794	NA	8.30965	NA	12.68394	NA	182540288	NA	182540480	NA	98	NA	NA	exon (RGSL1, exon 15 of 22)	NA	48875	RNASEL								
chr1	183835024	183835531	Interval_93	1	1	TRUE	FALSE	14.93256	NA	51.77015	NA	57.23333	NA	183835024	NA	183835531	NA	223	NA	NA	intron (RGL1, intron 2 of 17)	NA	30046	RGL1								
chr1	184163675	184163971	Interval_94	1	1	TRUE	FALSE	6.3098	NA	12.37732	NA	16.93061	NA	184163675	NA	184163971	NA	177	NA	NA	Intergenic	NA	50149	LOC102724846								
chr1	184491589	184491897	Interval_95	1	1	TRUE	FALSE	14.52472	NA	41.37104	NA	46.63214	NA	184491589	NA	184491897	NA	139	NA	NA	intron (C1orf21, intron 2 of 5)	NA	-48181	LOC102724857								
chr1	187513112	187513296	Interval_96	1	1	TRUE	FALSE	5.30999	NA	5.02144	NA	9.19631	NA	187513112	NA	187513296	NA	126	NA	NA	Intergenic	NA	684255	PLA2G4A								
chr1	192516857	192517205	Interval_97	1	1	TRUE	FALSE	4.11258	NA	4.93581	NA	9.09299	NA	192516857	NA	192517205	NA	169	NA	NA	Intergenic	NA	-58696	RGS1								
chr1	192605048	192605400	Interval_98	1	1	TRUE	FALSE	6.22121	NA	7.58669	NA	11.92579	NA	192605048	NA	192605400	NA	179	NA	NA	Intergenic	NA	29497	RGS1								
chr1	192805818	192806195	Interval_99	1	1	TRUE	FALSE	4.45049	NA	3.60775	NA	7.66459	NA	192805818	NA	192806195	NA	215	NA	NA	Intergenic	NA	-3032	RGS2								
chr1	196181228	196181642	Interval_100	1	1	TRUE	FALSE	15.78903	NA	44.2663	NA	49.58872	NA	196181228	NA	196181642	NA	160	NA	NA	Intergenic	NA	224594	KCNT2								
chr1	201571136	201571461	Interval_101	1	1	TRUE	FALSE	8.20214	NA	18.459	NA	23.20766	NA	201571136	NA	201571461	NA	150	NA	NA	intron (NAV1, intron 1 of 31)	NA	51395	RPS10P7								
chr1	206102428	206102689	Interval_102	1	1	TRUE	FALSE	4.78235	NA	5.97894	NA	10.22378	NA	206102428	NA	206102689	NA	118	NA	NA	TTS (C1orf186)	NA	14489	AVPR1B								
chr1	214439408	214439747	Interval_103	1	1	TRUE	FALSE	9.05554	NA	22.78967	NA	27.64846	NA	214439408	NA	214439747	NA	175	NA	NA	intron (PTPN14, intron 3 of 18)	NA	112024	PTPN14								
chr1	214446019	214446288	Interval_104	1	1	TRUE	FALSE	6.96887	NA	11.76578	NA	16.294	NA	214446019	NA	214446288	NA	180	NA	NA	intron (PTPN14, intron 3 of 18)	NA	105448	PTPN14								
chr1	218846346	218846600	Interval_105	1	1	TRUE	FALSE	6.90463	NA	10.37397	NA	14.84424	NA	218846346	NA	218846600	NA	86	NA	NA	Intergenic	NA	327315	RP11-135J2.4								
chr1	221097800	221098066	Interval_106	1	1	TRUE	FALSE	6.96233	NA	13.61623	NA	18.21045	NA	221097800	NA	221098066	NA	132	NA	NA	intron (LOC101929750, intron 2 of 2)	NA	20095	LOC101929750								
chr1	221708043	221708256	Interval_107	1	1	TRUE	FALSE	6.01212	NA	8.24847	NA	12.60728	NA	221708043	NA	221708256	NA	108	NA	NA	intron (DUSP10, intron 1 of 2)	NA	29310	DUSP10								
chr1	221987902	221988258	Interval_108	1	1	TRUE	FALSE	5.92535	NA	15.50116	NA	20.15932	NA	221987902	NA	221988258	NA	154	NA	NA	Intergenic	NA	-147395	RP11-191N8.2								
chr1	223190468	223190749	Interval_109	1	1	TRUE	FALSE	8.06338	NA	15.84466	NA	20.51414	NA	223190468	NA	223190749	NA	165	NA	NA	Intergenic	NA	-47359	TLR5								
chr1	223639344	223639774	Interval_110	2	2	TRUE	TRUE	18.738	6.01132	76.47994	3.90841	82.36045	8.82145	223639344	223639516	223639774	223639633	250	57	NA	intron (CAPN8-2, intron 2 of 11)	NA	26175	CAPN8-2								
chr1	224334011	224334265	Interval_111	1	1	TRUE	FALSE	4.32412	NA	4.58004	NA	8.71601	NA	224334011	NA	224334265	NA	127	NA	NA	Intergenic	NA	-3966	NVL								
chr1	224430540	224430781	Interval_112	1	1	TRUE	FALSE	5.60728	NA	6.4426	NA	10.70689	NA	224430540	NA	224430781	NA	84	NA	NA	intron (WDR26, intron 3 of 13)	NA	-3443	LOC101928291								
chr1	229192069	229192475	Interval_113	1	1	TRUE	FALSE	8.44236	NA	15.94386	NA	20.61444	NA	229192069	NA	229192475	NA	245	NA	NA	Intergenic	NA	64032	LOC102723935								
chr1	230541981	230542396	Interval_114	2	2	TRUE	TRUE	13.48882	6.86964	50.50334	5.25227	55.9348	10.27044	230541981	230542100	230542396	230542237	231	93	NA	Intergenic	NA	53394	LOC101927553								
chr1	231387973	231388306	Interval_115	1	1	TRUE	FALSE	12.68446	NA	34.4127	NA	39.53122	NA	231387973	NA	231388306	NA	194	NA	NA	intron (EGLN1, intron 1 of 3)	NA	34176	EGLN1								
chr1	233112997	233113318	Interval_116	1	1	TRUE	FALSE	6.3098	NA	12.37732	NA	16.93061	NA	233112997	NA	233113318	NA	144	NA	NA	intron (PCNXL2, intron 21 of 22)	NA	-87270	LOC101927736								
chr1	234980971	234981221	Interval_117	1	1	TRUE	FALSE	4.61771	NA	7.74473	NA	12.09025	NA	234980971	NA	234981221	NA	168	NA	NA	Intergenic	NA	88722	LOC731656								
chr1	236185785	236186040	Interval_118	1	1	TRUE	FALSE	5.08219	NA	5.02144	NA	9.19631	NA	236185785	NA	236186040	NA	144	NA	NA	intron (GPR137B, intron 5 of 5)	NA	43360	GPR137B								
chr1	238006168	238006681	Interval_119	2	2	TRUE	TRUE	20.80074	7.06743	67.8712	5.50302	73.60411	10.54346	238006168	238006371	238006681	238006519	239	60	NA	Intergenic	NA	-115503	ZP4								
chr1	238476965	238477179	Interval_120	1	1	TRUE	FALSE	5.30999	NA	5.02144	NA	9.19631	NA	238476965	NA	238477179	NA	149	NA	NA	Intergenic	NA	8945	LINC01139								
chr1	241310585	241310769	Interval_121	1	1	TRUE	FALSE	4.01863	NA	3.90997	NA	7.99138	NA	241310585	NA	241310769	NA	60	NA	NA	intron (RGS7, intron 2 of 15)	NA	46553	RGS7								
chr1	243598631	243598862	Interval_122	1	1	TRUE	FALSE	4.85438	NA	4.22646	NA	8.33364	NA	243598631	NA	243598862	NA	133	NA	NA	intron (AKT3, intron 8 of 13)	NA	126722	LOC102724256								
chr1	246106409	246106593	Interval_123	1	1	TRUE	FALSE	3.71314	NA	2.64859	NA	6.60524	NA	246106409	NA	246106593	NA	164	NA	NA	intron (SMYD3, intron 5 of 11)	NA	-4492	LOC101928089								
chr1	246153978	246154293	Interval_124	1	1	TRUE	FALSE	6.00431	NA	11.51727	NA	16.03933	NA	246153978	NA	246154293	NA	125	NA	NA	intron (SMYD3, intron 5 of 11)	NA	43143	LOC101928089								
chr1	247411590	247411910	Interval_125	1	1	TRUE	FALSE	5.99792	NA	9.50025	NA	13.93117	NA	247411590	NA	247411910	NA	153	NA	NA	Intergenic	NA	-6299	NLRP3								
chr1	248007792	248008127	Interval_126	1	1	TRUE	FALSE	8.71581	NA	21.75264	NA	26.58897	NA	248007792	NA	248008127	NA	164	NA	NA	intron (OR2L13, intron 1 of 2)	NA	-13988	OR2L5								
chr1	248288844	248289062	Interval_127	1	1	TRUE	FALSE	5.30085	NA	5.46319	NA	9.66185	NA	248288844	NA	248289062	NA	135	NA	NA	Intergenic	NA	6625	OR2T12								
chr10	3792853	3793106	Interval_128	1	1	TRUE	FALSE	6.22121	NA	7.58669	NA	11.92579	NA	3792853	NA	3793106	NA	124	NA	NA	Intergenic	NA	-7699	KLF6								
