chr	start	end	interval_id	num_peaks	num_samples	MV411_1_324_R1.bool	MV411_3_623_R1.bool	MV411_1_324_R1.fc	MV411_3_623_R1.fc	MV411_1_324_R1.qval	MV411_3_623_R1.qval	MV411_1_324_R1.pval	MV411_3_623_R1.pval	MV411_1_324_R1.start	MV411_3_623_R1.start	MV411_1_324_R1.end	MV411_3_623_R1.end	MV411_1_324_R1.summit	MV411_3_623_R1.summit	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr1	155244656	155245043	Interval_11	1	1	FALSE	TRUE	NA	28.07468	NA	55.95417	NA	63.5314	NA	155244656	NA	155245043	NA	174	NA	promoter-TSS (GBA)	NA	12	GBA								
chr1	156126295	156126453	Interval_12	1	1	TRUE	FALSE	5.9173	NA	4.1073	NA	8.94754	NA	156126295	NA	156126453	NA	54	NA	NA	intron (LMNA, intron 1 of 12)	NA	-23570	SEMA4A								
chr1	161097531	161097690	Interval_13	1	1	FALSE	TRUE	NA	13.10792	NA	17.24684	NA	23.66453	NA	161097531	NA	161097690	NA	120	NA	promoter-TSS (KLHDC9)	NA	-780	KLHDC9								
chr1	161097744	161097874	Interval_14	1	1	FALSE	TRUE	NA	13.83613	NA	18.8944	NA	25.37176	NA	161097744	NA	161097874	NA	40	NA	promoter-TSS (KLHDC9)	NA	-582	KLHDC9								
chr1	163706937	163707151	Interval_15	1	1	TRUE	FALSE	9.50436	NA	10.6885	NA	15.92024	NA	163706937	NA	163707151	NA	119	NA	NA	Intergenic	NA	-283853	LOC100422212								
chr1	165666192	165666435	Interval_16	1	1	TRUE	FALSE	8.66016	NA	8.75608	NA	13.89681	NA	165666192	NA	165666435	NA	140	NA	NA	intron (ALDH9A1, intron 9 of 10)	NA	32349	ALDH9A1								
chr1	181022899	181023044	Interval_17	1	1	FALSE	TRUE	NA	18.99193	NA	32.80303	NA	39.77293	NA	181022899	NA	181023044	NA	103	NA	promoter-TSS (STX6)	NA	-55	STX6								
chr1	181023130	181023326	Interval_18	1	1	FALSE	TRUE	NA	21.93355	NA	38.49653	NA	45.61099	NA	181023130	NA	181023326	NA	56	NA	promoter-TSS (STX6)	NA	-311	STX6								
chr1	181131394	181131556	Interval_19	1	1	TRUE	FALSE	9.77968	NA	11.46473	NA	16.72452	NA	181131394	NA	181131556	NA	76	NA	NA	Intergenic	NA	42973	IER5								
chr1	184786863	184786946	Interval_20	1	1	FALSE	TRUE	NA	6.26796	NA	3.49924	NA	8.97555	NA	184786863	NA	184786946	NA	10	NA	Intergenic	NA	-31998	EDEM3								
chr1	184946148	184946387	Interval_21	1	1	TRUE	FALSE	9.37797	NA	10.22491	NA	15.44185	NA	184946148	NA	184946387	NA	123	NA	NA	intron (FAM129A, intron 1 of 13)	NA	28318	FAM129A								
chr1	207823854	207824137	Interval_22	1	1	FALSE	TRUE	NA	14.14021	NA	20.79435	NA	27.34288	NA	207823854	NA	207824137	NA	170	NA	promoter-TSS (LOC101929385)	NA	-1293	LOC101929385								
chr1	212234764	212234930	Interval_23	1	1	TRUE	FALSE	6.56472	NA	6.02571	NA	11.00513	NA	212234764	NA	212234930	NA	79	NA	NA	promoter-TSS (RP11-15I11.3)	NA	-195	RP11-15I11.3								
chr1	212608625	212608775	Interval_24	1	1	TRUE	FALSE	5.9173	NA	4.1073	NA	8.94754	NA	212608625	NA	212608775	NA	53	NA	NA	promoter-TSS (ATF3)	NA	72	ATF3								
chr1	224334031	224334262	Interval_25	1	1	TRUE	FALSE	10.72862	NA	14.15979	NA	19.54923	NA	224334031	NA	224334262	NA	105	NA	NA	Intergenic	NA	-4008	NVL								
chr1	236185766	236186006	Interval_26	1	1	TRUE	FALSE	9.37797	NA	10.22491	NA	15.44185	NA	236185766	NA	236186006	NA	91	NA	NA	intron (GPR137B, intron 5 of 5)	NA	43354	GPR137B								
chr1	241776643	241776793	Interval_27	1	1	TRUE	FALSE	8.58666	NA	8.6243	NA	13.75904	NA	241776643	NA	241776793	NA	36	NA	NA	intron (WDR64, intron 20 of 26)	NA	-71473	EXO1								
chr1	245510536	245510638	Interval_28	1	1	FALSE	TRUE	NA	6.96441	NA	4.73527	NA	10.33796	NA	245510536	NA	245510638	NA	24	NA	intron (KIF26B, intron 4 of 14)	NA	355602	KIF26B								
chr10	3785325	3785668	Interval_29	1	1	TRUE	FALSE	10.71768	NA	13.09491	NA	18.43834	NA	3785325	NA	3785668	NA	144	NA	NA	promoter-TSS (KLF6)	NA	-216	KLF6								
chr10	40131302	40131570	Interval_30	1	1	TRUE	FALSE	5.10991	NA	10.06628	NA	15.27006	NA	40131302	NA	40131570	NA	134	NA	NA	Intergenic	NA	1434840	ACTR3BP5								
chr10	40556733	40556895	Interval_31	1	1	TRUE	FALSE	6.01014	NA	8.09949	NA	13.20603	NA	40556733	NA	40556895	NA	133	NA	NA	Intergenic	NA	-1685709	LOC101929373								
chr10	44725428	44725722	Interval_32	1	1	TRUE	FALSE	12.72725	NA	17.56781	NA	23.12657	NA	44725428	NA	44725722	NA	157	NA	NA	Intergenic	NA	-185741	TMEM72								
chr10	62632545	62632713	Interval_33	1	1	TRUE	FALSE	6.63162	NA	5.18105	NA	10.10543	NA	62632545	NA	62632713	NA	49	NA	NA	intron (ZNF365, intron 5 of 7)	NA	-172127	ADO								
chr10	93390765	93390967	Interval_34	1	1	TRUE	FALSE	7.0911	NA	5.70634	NA	10.66547	NA	93390765	NA	93390967	NA	102	NA	NA	intron (MYOF, intron 16 of 53)	NA	91451	MYOF								
chr10	97840141	97840396	Interval_35	1	1	FALSE	TRUE	NA	14.56048	NA	21.50408	NA	28.10135	NA	97840141	NA	97840396	NA	82	NA	intron (LINC00866, intron 1 of 2)	NA	9529	LINC00866								
chr10	108894549	108894723	Interval_36	1	1	FALSE	TRUE	NA	8.75369	NA	8.4125	NA	14.29576	NA	108894549	NA	108894723	NA	141	NA	Intergenic	NA	1028917	XPNPEP1								
chr10	117762711	117763009	Interval_37	1	1	TRUE	FALSE	9.86217	NA	13.22047	NA	18.57135	NA	117762711	NA	117763009	NA	131	NA	NA	Intergenic	NA	27918	LOC102724627								
chr10	132421599	132421705	Interval_38	1	1	FALSE	TRUE	NA	10.54666	NA	11.77897	NA	17.90471	NA	132421599	NA	132421705	NA	73	NA	Intergenic	NA	-23558	C10orf91								
chr10	132517331	132517528	Interval_39	1	1	TRUE	FALSE	7.63862	NA	7.66569	NA	12.74899	NA	132517331	NA	132517528	NA	125	NA	NA	Intergenic	NA	5139	LINC01165								
chr11	1548327	1548635	Interval_40	2	2	TRUE	TRUE	10.34003	6.51518	12.42465	3.93388	17.73148	9.47626	1548327	1548460	1548635	1548614	229	110	NA	Intergenic	NA	7976	LOC101927562								
chr11	20612047	20612215	Interval_41	1	1	TRUE	FALSE	7.65961	NA	6.83349	NA	11.86728	NA	20612047	NA	20612215	NA	96	NA	NA	intron (SLC6A5, intron 4 of 14)	NA	12731	SLC6A5								
chr11	33893728	33893957	Interval_42	1	1	TRUE	FALSE	9.77968	NA	11.46473	NA	16.72452	NA	33893728	NA	33893957	NA	88	NA	NA	Intergenic	NA	-23319	LMO2								
chr11	64215083	64215262	Interval_43	1	1	TRUE	FALSE	7.89266	NA	7.23971	NA	12.2926	NA	64215083	NA	64215262	NA	98	NA	NA	intron (FERMT3, intron 6 of 14)	NA	8491	FERMT3								
chr11	65472191	65472389	Interval_44	1	1	TRUE	FALSE	10.3918	NA	12.51762	NA	17.8269	NA	65472191	NA	65472389	NA	109	NA	NA	Intergenic	NA	17452	LOC101927789								
chr11	66418156	66418730	Interval_45	2	2	TRUE	TRUE	53.91527	13.29435	144.88589	18.44767	152.06512	24.92251	66418156	66418221	66418730	66418632	239	263	NA	Intergenic	NA	-2561	NPAS4								
chr11	76626898	76627144	Interval_46	2	2	TRUE	TRUE	11.8073	8.05176	16.35928	6.8111	21.84736	12.5905	76626898	76627000	76627144	76627056	140	21	NA	promoter-TSS (LOC101928813)	NA	-187	LOC101928813								
chr11	99633089	99633346	Interval_47	1	1	TRUE	FALSE	10.71768	NA	13.09491	NA	18.43834	NA	99633089	NA	99633346	NA	131	NA	NA	intron (CNTN5, intron 1 of 21)	NA	612242	CNTN5								
chr11	128693879	128694056	Interval_48	1	1	FALSE	TRUE	NA	7.59677	NA	6.01363	NA	11.75462	NA	128693879	NA	128694056	NA	156	NA	promoter-TSS (FLI1)	NA	52	FLI1								
chr11	129643640	129643844	Interval_49	1	1	TRUE	FALSE	6.77597	NA	5.40151	NA	10.34432	NA	129643640	NA	129643844	NA	106	NA	NA	Intergenic	NA	-26473	LOC101929557								
chr12	6167935	6168173	Interval_50	1	1	TRUE	FALSE	7.77439	NA	7.03394	NA	12.07522	NA	6167935	NA	6168173	NA	116	NA	NA	Intergenic	NA	-32262	CD9								
chr12	25386083	25386361	Interval_51	2	2	TRUE	TRUE	10.45994	6.96371	13.30794	4.80966	18.66141	10.4369	25386083	25386247	25386335	25386361	134	74	NA	Intergenic	NA	-135302	KRAS								
chr12	32482373	32482589	Interval_52	1	1	TRUE	FALSE	9.81289	NA	11.86496	NA	17.15027	NA	32482373	NA	32482589	NA	105	NA	NA	intron (FGD4, intron 1 of 15)	NA	-51817	FGD4								
chr12	46125237	46125433	Interval_53	1	1	FALSE	TRUE	NA	13.3501	NA	17.74625	NA	24.19432	NA	46125237	NA	46125433	NA	44	NA	Intergenic	NA	-134717	SCAF11								
chr12	48972552	48972807	Interval_54	1	1	TRUE	FALSE	10.26992	NA	12.62665	NA	17.93989	NA	48972552	NA	48972807	NA	128	NA	NA	promoter-TSS (WNT10B)	NA	-822	WNT10B								
chr12	49222617	49222787	Interval_55	1	1	FALSE	TRUE	NA	5.09439	NA	2.07148	NA	7.35496	NA	49222617	NA	49222787	NA	51	NA	intron (LOC102723916, intron 1 of 2)	NA	13779	LOC102723916								
chr12	49663129	49663315	Interval_56	1	1	TRUE	FALSE	8.46996	NA	8.96441	NA	14.12443	NA	49663129	NA	49663315	NA	101	NA	NA	intron (FMNL3, intron 4 of 26)	NA	39445	PRPF40B								
chr12	52036833	52037176	Interval_57	2	2	TRUE	TRUE	10.23801	5.69758	12.24187	2.55067	17.54474	7.91743	52036833	52036921	52037176	52036979	219	12	NA	promoter-TSS (NR4A1)	NA	-628	NR4A1								
chr12	82358328	82358604	Interval_58	2	2	TRUE	TRUE	13.93973	7.09909	20.82257	4.96277	26.52474	10.60753	82358328	82358502	82358604	82358595	129	18	NA	promoter-TSS (METTL25)	NA	-31	METTL25								
chr12	104138073	104138404	Interval_59	1	1	TRUE	FALSE	29.72306	NA	62.83393	NA	69.30372	NA	104138073	NA	104138404	NA	181	NA	NA	promoter-TSS (NFYB)	NA	23	NFYB								
chr12	108047168	108047428	Interval_60	1	1	TRUE	FALSE	9.35034	NA	10.18331	NA	15.38945	NA	108047168	NA	108047428	NA	165	NA	NA	Intergenic	NA	-84433	WSCD2								
chr12	118757597	118757663	Interval_61	1	1	FALSE	TRUE	NA	5.69758	NA	2.55067	NA	7.91743	NA	118757597	NA	118757663	NA	42	NA	Intergenic	NA	-223865	SRRM4								
chr12	124380520	124380749	Interval_62	1	1	TRUE	FALSE	7.47464	NA	8.98381	NA	14.14682	NA	124380520	NA	124380749	NA	84	NA	NA	intron (NCOR2, intron 19 of 47)	NA	-43398	MIR6880								
chr13	24270914	24271056	Interval_63	1	1	FALSE	TRUE	NA	8.69445	NA	8.31172	NA	14.19061	NA	24270914	NA	24271056	NA	113	NA	intron (SPATA13, intron 1 of 8)	NA	298	SPATA13								
chr13	28468080	28468309	Interval_64	1	1	TRUE	FALSE	7.70844	NA	9.3629	NA	14.53839	NA	28468080	NA	28468309	NA	116	NA	NA	intron (FLT1, intron 1 of 11)	NA	26933	FLT1								
chr13	41916655	41916850	Interval_65	1	1	TRUE	FALSE	7.36841	NA	6.18063	NA	11.17709	NA	41916655	NA	41916850	NA	60	NA	NA	intron (VWA8, intron 2 of 44)	NA	44332	VWA8								
chr13	51330883	51331039	Interval_66	1	1	TRUE	FALSE	7.60349	NA	6.73814	NA	11.76662	NA	51330883	NA	51331039	NA	48	NA	NA	Intergenic	NA	-10071	SERPINE3								
chr13	110138194	110138360	Interval_67	1	1	TRUE	FALSE	6.0287	NA	3.70717	NA	8.51745	NA	110138194	NA	110138360	NA	84	NA	NA	promoter-TSS (LOC101927712)	NA	-326	LOC101927712								
chr13	110870353	110870503	Interval_68	1	1	TRUE	FALSE	5.35884	NA	2.55198	NA	7.25346	NA	110870353	NA	110870503	NA	5	NA	NA	promoter-TSS (LINC00346)	NA	-120	LINC00346								
chr14	22457131	22457294	Interval_69	1	1	FALSE	TRUE	NA	6.96371	NA	4.80966	NA	10.4369	NA	22457131	NA	22457294	NA	59	NA	intron (LOC102724753, intron 1 of 2)	NA	21681	LOC102724753								
chr14	32938333	32938686	Interval_70	1	1	FALSE	TRUE	NA	17.05846	NA	26.3089	NA	33.09236	NA	32938333	NA	32938686	NA	209	NA	promoter-TSS (NPAS3)	NA	3601	NPAS3								
chr14	42323067	42323217	Interval_71	1	1	TRUE	FALSE	6.66166	NA	4.86421	NA	9.75775	NA	42323067	NA	42323217	NA	100	NA	NA	Intergenic	NA	715581	LRFN5								
chr14	42523802	42523955	Interval_72	1	1	TRUE	FALSE	9.24717	NA	9.99495	NA	15.19532	NA	42523802	NA	42523955	NA	67	NA	NA	Intergenic	NA	916318	LRFN5								
chr14	49857505	49857674	Interval_73	1	1	TRUE	FALSE	7.0911	NA	5.70634	NA	10.66547	NA	49857505	NA	49857674	NA	110	NA	NA	Intergenic	NA	5259	RN7SL2								
chr14	50061027	50061194	Interval_74	1	1	TRUE	FALSE	5.00194	NA	3.32363	NA	8.09652	NA	50061027	NA	50061194	NA	69	NA	NA	Intergenic	NA	-21227	RP11-58E21.3								
chr14	56963495	56963645	Interval_75	1	1	TRUE	FALSE	7.92615	NA	7.29409	NA	12.35477	NA	56963495	NA	56963645	NA	60	NA	NA	Intergenic	NA	150387	OTX2-AS1								
chr14	75287773	75288004	Interval_76	1	1	TRUE	FALSE	17.27727	NA	29.51944	NA	35.54504	NA	75287773	NA	75288004	NA	115	NA	NA	Intergenic	NA	-6515	RP11-293M10.5								
chr14	93074107	93074271	Interval_77	1	1	TRUE	FALSE	7.08438	NA	5.89402	NA	10.86263	NA	93074107	NA	93074271	NA	78	NA	NA	intron (ITPK1, intron 3 of 10)	NA	6737	ITPK1-AS1								
chr14	100617340	100617523	Interval_78	1	1	FALSE	TRUE	NA	9.39372	NA	9.50176	NA	15.47179	NA	100617340	NA	100617523	NA	145	NA	Intergenic	NA	-39836	LINC00523								
chr15	44288234	44288759	Interval_79	1	1	FALSE	TRUE	NA	38.74529	NA	84.53976	NA	94.03079	NA	44288234	NA	44288759	NA	363	NA	promoter-TSS (CASC4)	NA	-119	CASC4								
chr15	51228507	51228672	Interval_80	1	1	TRUE	FALSE	7.69749	NA	6.90023	NA	11.93559	NA	51228507	NA	51228672	NA	100	NA	NA	promoter-TSS (CYP19A1)	NA	-13643	MIR4713								
chr15	60398890	60399151	Interval_81	1	1	FALSE	TRUE	NA	14.85065	NA	21.33432	NA	27.92118	NA	60398890	NA	60399151	NA	216	NA	Intergenic	NA	-1035	ANXA2								
chr15	67024563	67024713	Interval_82	1	1	TRUE	FALSE	8.27755	NA	8.08649	NA	13.19258	NA	67024563	NA	67024713	NA	75	NA	NA	intron (LOC102723493, intron 2 of 4)	NA	38637	LOC102723493								
chr15	74153421	74153468	Interval_83	1	1	FALSE	TRUE	NA	6.83473	NA	4.50004	NA	10.08539	NA	74153421	NA	74153468	NA	5	NA	Intergenic	NA	-20301	ISLR								
chr15	84840925	84841144	Interval_84	1	1	TRUE	FALSE	6.90352	NA	6.18828	NA	11.18853	NA	84840925	NA	84841144	NA	71	NA	NA	intron (ALPK3, intron 5 of 13)	NA	24355	ALPK3								
chr15	99565826	99566044	Interval_85	1	1	TRUE	FALSE	9.50436	NA	10.6885	NA	15.92024	NA	99565826	NA	99566044	NA	102	NA	NA	promoter-TSS (MEF2A)	NA	-28	MEF2A								
chr15	101199747	101200005	Interval_86	1	1	TRUE	FALSE	12.54974	NA	17.25174	NA	22.7891	NA	101199747	NA	101200005	NA	143	NA	NA	intron (CHSY1, intron 2 of 2)	NA	-11753	CHSY1								
chr16	34078761	34079023	Interval_87	1	1	TRUE	FALSE	10.50356	NA	16.23069	NA	21.71469	NA	34078761	NA	34079023	NA	120	NA	NA	Intergenic	NA	81144	LINC00273								
chr16	34582114	34582373	Interval_88	2	2	TRUE	TRUE	1.97065	2.10613	3.41915	4.60026	8.20113	10.19017	34582114	34582209	34582373	34582270	127	19	NA	Intergenic	NA	150252	LOC102724523								
chr16	34588423	34588678	Interval_89	1	1	TRUE	FALSE	3.83333	NA	12.6322	NA	17.94573	NA	34588423	NA	34588678	NA	127	NA	NA	Intergenic	NA	156559	LOC102724523								
chr16	34902508	34902658	Interval_90	1	1	TRUE	FALSE	8.21704	NA	7.98293	NA	13.08393	NA	34902508	NA	34902658	NA	10	NA	NA	Intergenic	NA	77261	LOC100505948								
chr16	46388558	46388812	Interval_91	2	2	TRUE	TRUE	2.30659	2.71978	7.52891	10.46644	12.60812	16.50893	46388558	46388659	46388812	46388785	206	103	NA	Intergenic	NA	180412	ANKRD26P1								
chr16	46401408	46401628	Interval_92	2	2	TRUE	TRUE	2.54284	2.67511	7.93845	7.54917	13.03719	13.39322	46401473	46401408	46401628	46401497	17	72	NA	Intergenic	NA	167579	ANKRD26P1								
chr16	69565749	69566051	Interval_93	1	1	TRUE	FALSE	23.66637	NA	49.05643	NA	55.3798	NA	69565749	NA	69566051	NA	167	NA	NA	promoter-TSS (NFAT5)	NA	-70	MIR1538								
chr16	73086245	73086424	Interval_94	1	1	TRUE	FALSE	7.23493	NA	5.95731	NA	10.92826	NA	73086245	NA	73086424	NA	78	NA	NA	Intergenic	NA	-6014	HCCAT5								
chr16	83220186	83220428	Interval_95	1	1	TRUE	FALSE	10.35527	NA	14.47899	NA	19.88261	NA	83220186	NA	83220428	NA	132	NA	NA	intron (CDH13, intron 5 of 13)	NA	-288039	MIR3182								
chr16	88958187	88958435	Interval_96	1	1	TRUE	FALSE	11.89932	NA	15.77516	NA	21.23973	NA	88958187	NA	88958435	NA	120	NA	NA	intron (CBFA2T3, intron 1 of 10)	NA	-17111	CBFA2T3								
chr17	21034313	21034636	Interval_97	1	1	TRUE	FALSE	14.8444	NA	23.26611	NA	29.08675	NA	21034313	NA	21034636	NA	189	NA	NA	intron (USP22, intron 1 of 12)	NA	8934	USP22								
chr17	25788512	25788774	Interval_98	1	1	TRUE	FALSE	5.74883	NA	7.23971	NA	12.29313	NA	25788512	NA	25788774	NA	130	NA	NA	Intergenic	NA	1505299	MIR4522								
chr17	27529293	27529446	Interval_99	1	1	TRUE	FALSE	6.93598	NA	5.44324	NA	10.38764	NA	27529293	NA	27529446	NA	30	NA	NA	intron (KSR1, intron 2 of 21)	NA	72905	KSR1								
chr17	36090132	36090493	Interval_100	1	1	TRUE	FALSE	11.01526	NA	19.23445	NA	24.86431	NA	36090132	NA	36090493	NA	211	NA	NA	promoter-TSS (CCL3)	NA	-153	CCL3								
chr17	36196825	36196988	Interval_101	1	1	TRUE	FALSE	7.36841	NA	6.18063	NA	11.17709	NA	36196825	NA	36196988	NA	59	NA	NA	promoter-TSS (CCL3L3)	NA	-159	CCL3L3								
chr17	42388554	42388897	Interval_102	1	1	TRUE	FALSE	24.07065	NA	61.21231	NA	67.66308	NA	42388554	NA	42388897	NA	204	NA	NA	promoter-TSS (STAT3)	NA	-158	STAT3								
chr17	44111178	44111390	Interval_103	2	2	TRUE	TRUE	11.29328	5.72489	15.51276	2.59688	20.96405	7.96564	44111185	44111178	44111390	44111256	84	14	NA	intron (HDAC5, intron 2 of 27)	NA	12362	HDAC5								
chr17	44123608	44123765	Interval_104	2	2	TRUE	TRUE	8.45758	6.96371	8.63774	4.80966	13.77532	10.4369	44123608	44123647	44123765	44123701	78	15	NA	promoter-TSS (HDAC5)	NA	-41	HDAC5								
chr17	50707898	50708073	Interval_105	1	1	TRUE	FALSE	5.08198	NA	2.23435	NA	6.8767	NA	50707898	NA	50708073	NA	62	NA	NA	promoter-TSS (ANKRD40)	NA	-77	ANKRD40								
chr17	50950704	50950910	Interval_106	2	2	TRUE	TRUE	9.86217	5.09439	13.22047	2.07148	18.57135	7.35496	50950704	50950757	50950910	50950815	121	31	NA	Intergenic	NA	84128	TOB1-AS1								
chr17	57422807	57423015	Interval_107	1	1	TRUE	FALSE	6.77597	NA	5.40151	NA	10.34432	NA	57422807	NA	57423015	NA	78	NA	NA	intron (MSI2, intron 6 of 12)	NA	100686	RP11-118E18.2								
chr17	78413163	78413394	Interval_108	1	1	TRUE	FALSE	10.41545	NA	12.86592	NA	18.19571	NA	78413163	NA	78413394	NA	135	NA	NA	intron (PGS1, intron 7 of 8)	NA	34625	PGS1								
chr17_KI270729v1_random	160911	161184	Interval_109	1	1	TRUE	FALSE	6.55718	NA	19.26507	NA	24.89589	NA	160911	NA	161184	NA	133	NA	NA	NA	NA	NA	NA								
chr18	10593688	10593877	Interval_110	1	1	TRUE	FALSE	7.36841	NA	6.18063	NA	11.17709	NA	10593688	NA	10593877	NA	83	NA	NA	Intergenic	NA	-7511	LOC101927376								
chr18	11916962	11917185	Interval_111	1	1	TRUE	FALSE	9.66969	NA	10.97595	NA	16.2206	NA	11916962	NA	11917185	NA	127	NA	NA	Intergenic	NA	-8277	MPPE1								
chr18	12407746	12407909	Interval_112	1	1	TRUE	FALSE	8.91428	NA	9.40695	NA	14.58366	NA	12407746	NA	12407909	NA	110	NA	NA	promoter-TSS (SLMO1)	NA	-68	SLMO1								
chr18	32042369	32042685	Interval_113	1	1	TRUE	FALSE	11.34149	NA	17.03766	NA	22.56457	NA	32042369	NA	32042685	NA	180	NA	NA	intron (RNF125, intron 3 of 5)	NA	24045	RNF125								
chr18	51361519	51361699	Interval_114	1	1	TRUE	FALSE	7.34063	NA	6.55135	NA	11.57316	NA	51361519	NA	51361699	NA	109	NA	NA	Intergenic	NA	-30433	RP11-267C16.1								
chr18	57107305	57107460	Interval_115	1	1	TRUE	FALSE	7.40455	NA	6.40691	NA	11.41474	NA	57107305	NA	57107460	NA	28	NA	NA	Intergenic	NA	-35264	LINC-ROR								
chr18	68439090	68439286	Interval_116	1	1	TRUE	FALSE	7.00237	NA	7.05807	NA	12.10256	NA	68439090	NA	68439286	NA	64	NA	NA	Intergenic	NA	276110	TMX3								
chr19	1592727	1592931	Interval_117	1	1	TRUE	FALSE	6.62014	NA	5.44537	NA	10.39072	NA	1592727	NA	1592931	NA	94	NA	NA	promoter-TSS (MBD3)	NA	-68	MBD3								
chr19	1895502	1895549	Interval_118	1	1	FALSE	TRUE	NA	5.09439	NA	2.07148	NA	7.35496	NA	1895502	NA	1895549	NA	25	NA	Intergenic	NA	-9846	ADAT3								
chr19	2495375	2495634	Interval_119	1	1	TRUE	FALSE	9.31007	NA	11.89795	NA	17.18397	NA	2495375	NA	2495634	NA	126	NA	NA	Intergenic	NA	18066	LOC101929097								
chr19	2546370	2546744	Interval_120	1	1	TRUE	FALSE	15.6458	NA	27.95943	NA	33.93163	NA	2546370	NA	2546744	NA	214	NA	NA	intron (GNG7, intron 3 of 4)	NA	-32986	LOC101929097								
chr19	2723267	2723382	Interval_121	1	1	FALSE	TRUE	NA	8.56405	NA	8.09415	NA	13.96101	NA	2723267	NA	2723382	NA	77	NA	Intergenic	NA	-1933	DIRAS1								
chr19	8650218	8650368	Interval_122	1	1	TRUE	FALSE	7.39662	NA	7.29409	NA	12.35462	NA	8650218	NA	8650368	NA	73	NA	NA	Intergenic	NA	48537	ACTL9								
chr19	10836522	10836672	Interval_123	1	1	TRUE	FALSE	6.95589	NA	6.61569	NA	11.63943	NA	10836522	NA	10836672	NA	113	NA	NA	promoter-TSS (TMED1)	NA	-54	C19orf38								
chr19	14375079	14375375	Interval_124	2	2	TRUE	TRUE	9.44165	4.63127	14.51401	1.30462	19.92124	6.37361	14375079	14375228	14375375	14375300	135	37	NA	Intergenic	NA	-5917	CD97								
chr19	14943690	14943887	Interval_125	1	1	TRUE	FALSE	7.34063	NA	6.55135	NA	11.57316	NA	14943690	NA	14943887	NA	48	NA	NA	Intergenic	NA	2300	OR7C2								
chr19	16324567	16324869	Interval_126	1	1	TRUE	FALSE	12.00961	NA	18.6217	NA	24.22534	NA	16324567	NA	16324869	NA	203	NA	NA	promoter-TSS (KLF2)	NA	-122	KLF2								
chr19	39093960	39094131	Interval_127	1	1	TRUE	FALSE	7.85347	NA	7.37884	NA	12.44424	NA	39093960	NA	39094131	NA	59	NA	NA	intron (PAPL, intron 2 of 12)	NA	9741	PAPL								
