PeakID (cmd=annotatePeaks.pl DFAM71927V3_1_742_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
DFAM71927V3_1_742_R1_peak_10595	chr19	10106065	10106897	+	2987	NA	intron (PPAN, intron 1 of 11)	NA	258	PPAN-P2RY11								
DFAM71927V3_1_742_R1_peak_19179	chr7	2354442	2355510	+	2901	NA	exon (EIF3B, exon 1 of 19)	NA	137	EIF3B								
DFAM71927V3_1_742_R1_peak_18577	chr6	44245892	44248128	+	2888	NA	promoter-TSS (HSP90AB1)	NA	52	HSP90AB1								
DFAM71927V3_1_742_R1_peak_3432	chr11	20387132	20388356	+	2843	NA	promoter-TSS (PRMT3)	NA	54	PRMT3								
DFAM71927V3_1_742_R1_peak_20915	chr8	143359589	143360589	+	2842	NA	promoter-TSS (TOP1MT)	NA	-110	TOP1MT								
DFAM71927V3_1_742_R1_peak_9806	chr17	81870279	81872443	+	2814	NA	promoter-TSS (ARHGDIA)	NA	45	ARHGDIA								
DFAM71927V3_1_742_R1_peak_14435	chr22	21628963	21630340	+	2745	NA	exon (YDJC, exon 3 of 6)	NA	400	YDJC								
DFAM71927V3_1_742_R1_peak_2963	chr10	102151989	102153146	+	2651	NA	intron (NOLC1, intron 1 of 12)	NA	391	NOLC1								
DFAM71927V3_1_742_R1_peak_18996	chr6	150865520	150866662	+	2635	NA	promoter-TSS (MTHFD1L)	NA	412	MTHFD1L								
DFAM71927V3_1_742_R1_peak_18682	chr6	85641617	85644314	+	2614	NA	promoter-TSS (SYNCRIP)	NA	-43	SYNCRIP								
DFAM71927V3_1_742_R1_peak_8736	chr17	17205546	17207104	+	2561	NA	promoter-TSS (PLD6)	NA	7	PLD6								
DFAM71927V3_1_742_R1_peak_7658	chr16	21519058	21520967	+	2549	NA	exon (SLC7A5P2, exon 1 of 1)	NA	432	SLC7A5P2								
DFAM71927V3_1_742_R1_peak_9126	chr17	42832985	42833708	+	2520	NA	exon (PSME3, exon 1 of 10)	NA	204	PSME3								
DFAM71927V3_1_742_R1_peak_12319	chr2	85538283	85540312	+	2374	NA	promoter-TSS (LOC100630918)	NA	319	MAT2A								
DFAM71927V3_1_742_R1_peak_11929	chr2	28894389	28895933	+	2355	NA	intron (WDR43, intron 1 of 17)	NA	494	WDR43								
DFAM71927V3_1_742_R1_peak_16491	chr4	56434932	56437327	+	2348	NA	promoter-TSS (PAICS)	NA	-493	PPAT								
DFAM71927V3_1_742_R1_peak_2216	chr10	5812785	5814469	+	2300	NA	promoter-TSS (GDI2)	NA	-78	GDI2								
DFAM71927V3_1_742_R1_peak_19868	chr7	116511434	116512350	+	2286	NA	Intergenic	NA	11848	CAV2								
DFAM71927V3_1_742_R1_peak_11260	chr19	41859485	41861031	+	2269	NA	exon (RPS19, exon 1 of 6)	NA	340	RPS19								
DFAM71927V3_1_742_R1_peak_10638	chr19	10960408	10961671	+	2267	NA	promoter-TSS (SMARCA4)	NA	40	SMARCA4								
DFAM71927V3_1_742_R1_peak_16150	chr3	196941927	196943043	+	2232	NA	promoter-TSS (NCBP2)	NA	108	NCBP2								
DFAM71927V3_1_742_R1_peak_18405	chr6	35467864	35469237	+	2232	NA	intron (RPL10A, intron 1 of 5)	NA	149	RPL10A								
DFAM71927V3_1_742_R1_peak_17686	chr5	157271449	157272266	+	2220	NA	intron (CYFIP2, intron 1 of 30)	NA	5680	CYFIP2								
DFAM71927V3_1_742_R1_peak_19482	chr7	50360423	50361013	+	2216	NA	intron (IKZF1, intron 3 of 6)	NA	-1119	LOC102723522								
DFAM71927V3_1_742_R1_peak_12607	chr2	121736495	121737445	+	2202	NA	promoter-TSS (NIFK)	NA	-43	NIFK								
DFAM71927V3_1_742_R1_peak_8844	chr17	28719513	28720827	+	2201	NA	promoter-TSS (SNORD42B)	NA	188	RPL23A								
DFAM71927V3_1_742_R1_peak_5424	chr12	130871066	130872974	+	2195	NA	promoter-TSS (RAN)	NA	-76	RAN								
DFAM71927V3_1_742_R1_peak_2663	chr10	71318907	71319708	+	2195	NA	promoter-TSS (SLC29A3)	NA	54	SLC29A3								
DFAM71927V3_1_742_R1_peak_1753	chr1	203861340	203862178	+	2187	NA	intron (SNRPE, intron 1 of 4)	NA	147	SNRPE								
DFAM71927V3_1_742_R1_peak_17902	chr6	5003405	5004438	+	2176	NA	exon (RPP40, exon 1 of 7)	NA	142	RPP40								
DFAM71927V3_1_742_R1_peak_12259	chr2	73984334	73985635	+	2172	NA	promoter-TSS (TET3)	NA	-1420	TET3								
DFAM71927V3_1_742_R1_peak_15323	chr3	47780111	47782216	+	2171	NA	intron (SMARCC1, intron 1 of 27)	NA	752	SMARCC1								
DFAM71927V3_1_742_R1_peak_15232	chr3	39406339	39407288	+	2165	NA	promoter-TSS (RPSA)	NA	-808	RPSA								
DFAM71927V3_1_742_R1_peak_16794	chr4	145097923	145099021	+	2153	NA	promoter-TSS (ANAPC10)	NA	-253	ANAPC10								
DFAM71927V3_1_742_R1_peak_5267	chr12	121295952	121297289	+	2135	NA	promoter-TSS (CAMKK2)	NA	-22035	CAMKK2								
DFAM71927V3_1_742_R1_peak_18304	chr6	31795236	31796146	+	2133	NA	exon (VARS, exon 1 of 30)	NA	242	VARS								
DFAM71927V3_1_742_R1_peak_17730	chr5	171387353	171388946	+	2131	NA	intron (NPM1, intron 1 of 9)	NA	445	NPM1								
DFAM71927V3_1_742_R1_peak_18558	chr6	43516765	43517647	+	2117	NA	promoter-TSS (YIPF3)	NA	123	POLR1C								
DFAM71927V3_1_742_R1_peak_8964	chr17	36534723	36535816	+	2111	NA	promoter-TSS (PIGW)	NA	296	PIGW								
DFAM71927V3_1_742_R1_peak_9483	chr17	68291167	68292537	+	2099	NA	promoter-TSS (SLC16A6)	NA	-588	SLC16A6								
DFAM71927V3_1_742_R1_peak_15128	chr3	23945180	23946532	+	2094	NA	promoter-TSS (NR1D2)	NA	331	NR1D2								
DFAM71927V3_1_742_R1_peak_12284	chr2	74834601	74835589	+	2092	NA	intron (HK2, intron 1 of 17)	NA	920	HK2								
DFAM71927V3_1_742_R1_peak_17114	chr5	43120541	43122090	+	2092	NA	promoter-TSS (ZNF131)	NA	-291	ZNF131								
DFAM71927V3_1_742_R1_peak_21242	chr9	83979378	83981663	+	2082	NA	promoter-TSS (HNRNPK)	NA	-200	RMI1								
DFAM71927V3_1_742_R1_peak_13159	chr2	226835387	226836643	+	2080	NA	promoter-TSS (RHBDD1)	NA	60	RHBDD1								
DFAM71927V3_1_742_R1_peak_7861	chr16	31179704	31180990	+	2080	NA	intron (FUS, intron 1 of 14)	NA	237	FUS								
DFAM71927V3_1_742_R1_peak_8358	chr16	88811273	88812274	+	2069	NA	intron (APRT, intron 1 of 4)	NA	161	APRT								
DFAM71927V3_1_742_R1_peak_4811	chr12	54279743	54281695	+	2055	NA	promoter-TSS (HNRNPA1)	NA	23	HNRNPA1								
DFAM71927V3_1_742_R1_peak_13738	chr20	43457478	43458658	+	2055	NA	exon (SRSF6, exon 1 of 6)	NA	204	SRSF6								
DFAM71927V3_1_742_R1_peak_18530	chr6	42770989	42771660	+	2051	NA	Intergenic	NA	-10728	GLTSCR1L								
DFAM71927V3_1_742_R1_peak_13779	chr20	46089286	46090200	+	2047	NA	intron (NCOA5, intron 1 of 7)	NA	-9765	NCOA5								
DFAM71927V3_1_742_R1_peak_17482	chr5	133259018	133259636	+	2035	NA	intron (FSTL4, intron 6 of 15)	NA	168310	MIR1289-2								
DFAM71927V3_1_742_R1_peak_18081	chr6	24721112	24721879	+	2028	NA	promoter-TSS (C6orf62)	NA	-2320	C6orf62								
DFAM71927V3_1_742_R1_peak_11255	chr19	41396992	41397928	+	2013	NA	promoter-TSS (BCKDHA)	NA	-109	EXOSC5								
DFAM71927V3_1_742_R1_peak_19274	chr7	10973192	10974284	+	1999	NA	promoter-TSS (PHF14)	NA	-137	PHF14								
DFAM71927V3_1_742_R1_peak_10291	chr19	796788	798227	+	1973	NA	promoter-TSS (PTBP1)	NA	115	PTBP1								
DFAM71927V3_1_742_R1_peak_7499	chr16	4271061	4273945	+	1972	NA	intron (TFAP4, intron 1 of 6)	NA	497	TFAP4								
DFAM71927V3_1_742_R1_peak_3589	chr11	60841807	60842488	+	1968	NA	exon (CCDC86, exon 1 of 4)	NA	191	CCDC86								
DFAM71927V3_1_742_R1_peak_1199	chr1	116986805	116987676	+	1959	NA	exon (PTGFRN, exon 9 of 9)	NA	-14510	CD101								
DFAM71927V3_1_742_R1_peak_18334	chr6	32968221	32970461	+	1959	NA	intron (BRD2, intron 1 of 12)	NA	-2254	BRD2								
DFAM71927V3_1_742_R1_peak_5119	chr12	107685295	107686382	+	1954	NA	promoter-TSS (PWP1)	NA	25	PWP1								
DFAM71927V3_1_742_R1_peak_9697	chr17	78716757	78717522	+	1950	NA	intron (CYTH1, intron 1 of 12)	NA	10573	CYTH1								
DFAM71927V3_1_742_R1_peak_12194	chr2	68157369	68158308	+	1946	NA	promoter-TSS (WDR92)	NA	-35	PNO1								
DFAM71927V3_1_742_R1_peak_10508	chr19	6279923	6280455	+	1939	NA	promoter-TSS (MLLT1)	NA	-241	MLLT1								
DFAM71927V3_1_742_R1_peak_20671	chr8	100722022	100722908	+	1934	NA	promoter-TSS (PABPC1)	NA	17	PABPC1								
DFAM71927V3_1_742_R1_peak_9425	chr17	63773460	63774393	+	1925	NA	promoter-TSS (CCDC47)	NA	-263	DDX42								
DFAM71927V3_1_742_R1_peak_16686	chr4	110164830	110165993	+	1921	NA	intron (ELOVL6, intron 2 of 4)	NA	33204	ELOVL6								
DFAM71927V3_1_742_R1_peak_17962	chr6	10694355	10695350	+	1918	NA	promoter-TSS (C6orf52)	NA	-103	PAK1IP1								
DFAM71927V3_1_742_R1_peak_1564	chr1	168225383	168226131	+	1905	NA	promoter-TSS (SFT2D2)	NA	-260	SFT2D2								
DFAM71927V3_1_742_R1_peak_715	chr1	40979177	40980930	+	1874	NA	promoter-TSS (CTPS1)	NA	718	CTPS1								
DFAM71927V3_1_742_R1_peak_10341	chr19	1406804	1407834	+	1855	NA	promoter-TSS (DAZAP1)	NA	-399	DAZAP1								
DFAM71927V3_1_742_R1_peak_3313	chr11	3378440	3379525	+	1854	NA	intron (ZNF195, intron 1 of 5)	NA	240	ZNF195								
DFAM71927V3_1_742_R1_peak_19460	chr7	44985977	44986980	+	1838	NA	promoter-TSS (SNORA9)	NA	182	SNHG15								
DFAM71927V3_1_742_R1_peak_16013	chr3	183697366	183698448	+	1836	NA	promoter-TSS (YEATS2)	NA	-12357	YEATS2								
DFAM71927V3_1_742_R1_peak_617	chr1	35191809	35193710	+	1836	NA	exon (SFPQ, exon 1 of 11)	NA	396	SFPQ								
DFAM71927V3_1_742_R1_peak_21103	chr9	34048393	34049729	+	1828	NA	promoter-TSS (UBAP2)	NA	-112	UBAP2								
DFAM71927V3_1_742_R1_peak_12507	chr2	108718779	108719970	+	1798	NA	promoter-TSS (RANBP2)	NA	-72	RANBP2								
DFAM71927V3_1_742_R1_peak_12854	chr2	170651614	170652143	+	1793	NA	intron (MYO3B, intron 33 of 34)	NA	62689	LINC01124								
DFAM71927V3_1_742_R1_peak_4424	chr12	3751921	3753398	+	1793	NA	intron (EFCAB4B, intron 1 of 10)	NA	541	EFCAB4B								
DFAM71927V3_1_742_R1_peak_13701	chr20	38433977	38435546	+	1792	NA	promoter-TSS (SNORA71D)	NA	614	SNHG17								
DFAM71927V3_1_742_R1_peak_801	chr1	45550339	45551130	+	1790	NA	promoter-TSS (AKR1A1)	NA	-49	AKR1A1								
DFAM71927V3_1_742_R1_peak_16646	chr4	103075634	103076915	+	1790	NA	exon (SLC9B2, exon 1 of 13)	NA	1046	SLC9B2								
DFAM71927V3_1_742_R1_peak_22103	chrX	48574419	48575141	+	1785	NA	intron (RBM3, intron 1 of 6)	NA	427	RBM3								
DFAM71927V3_1_742_R1_peak_15452	chr3	52685361	52686669	+	1753	NA	promoter-TSS (PBRM1)	NA	95	GNL3								
DFAM71927V3_1_742_R1_peak_9298	chr17	50719037	50720088	+	1749	NA	promoter-TSS (LUC7L3)	NA	-35	LUC7L3								
DFAM71927V3_1_742_R1_peak_16734	chr4	128287357	128288513	+	1745	NA	exon (PGRMC2, exon 1 of 3)	NA	894	PGRMC2								
DFAM71927V3_1_742_R1_peak_863	chr1	53325976	53328968	+	1742	NA	intron (LRP8, intron 1 of 16)	NA	587	LRP8								
DFAM71927V3_1_742_R1_peak_7687	chr16	23557028	23558314	+	1733	NA	promoter-TSS (EARS2)	NA	136	UBFD1								
DFAM71927V3_1_742_R1_peak_12995	chr2	197498887	197500850	+	1732	NA	promoter-TSS (HSPD1)	NA	48	HSPD1								
DFAM71927V3_1_742_R1_peak_13352	chr2	241700915	241702824	+	1730	NA	promoter-TSS (ING5)	NA	-177	ING5								
DFAM71927V3_1_742_R1_peak_1415	chr1	156337736	156338920	+	1726	NA	promoter-TSS (CCT3)	NA	87	CCT3								
DFAM71927V3_1_742_R1_peak_4914	chr12	64221610	64222498	+	1726	NA	exon (C12orf66, exon 1 of 3)	NA	242	C12orf66								
DFAM71927V3_1_742_R1_peak_17858	chr6	710894	711689	+	1721	NA	Intergenic	NA	-18150	EXOC2								
DFAM71927V3_1_742_R1_peak_745	chr1	42681365	42683566	+	1717	NA	promoter-TSS (YBX1)	NA	70	YBX1								
DFAM71927V3_1_742_R1_peak_5604	chr13	30616990	30618174	+	1713	NA	promoter-TSS (USPL1)	NA	-111	USPL1								
DFAM71927V3_1_742_R1_peak_21268	chr9	89318066	89319537	+	1708	NA	promoter-TSS (SECISBP2)	NA	295	SECISBP2								
DFAM71927V3_1_742_R1_peak_8418	chr16	89711584	89712236	+	1704	NA	promoter-TSS (VPS9D1-AS1)	NA	54	VPS9D1-AS1								
DFAM71927V3_1_742_R1_peak_21881	chrX	386235	387563	+	1693	NA	promoter-TSS (PPP2R3B)	NA	-515	PPP2R3B								
DFAM71927V3_1_742_R1_peak_19283	chr7	16645571	16646810	+	1693	NA	promoter-TSS (BZW2)	NA	56	BZW2								
DFAM71927V3_1_742_R1_peak_9608	chr17	76557470	76558330	+	1690	NA	promoter-TSS (SNORD1C)	NA	136	SNHG16								
DFAM71927V3_1_742_R1_peak_10492	chr19	5719848	5720840	+	1685	NA	promoter-TSS (LONP1)	NA	108	LONP1								
DFAM71927V3_1_742_R1_peak_14775	chr22	41381006	41382378	+	1677	NA	promoter-TSS (TEF)	NA	12610	LOC100996598								
DFAM71927V3_1_742_R1_peak_18197	chr6	27837131	27838495	+	1676	NA	promoter-TSS (HIST1H2BN)	NA	526	HIST1H2AK								
DFAM71927V3_1_742_R1_peak_17784	chr5	176536232	176537516	+	1669	NA	promoter-TSS (RNF44)	NA	1146	RNF44								
DFAM71927V3_1_742_R1_peak_14774	chr22	41301284	41302419	+	1661	NA	intron (ZC3H7B, intron 1 of 22)	NA	348	ZC3H7B								
DFAM71927V3_1_742_R1_peak_11785	chr2	10447642	10449413	+	1660	NA	promoter-TSS (ODC1)	NA	27	ODC1								
DFAM71927V3_1_742_R1_peak_11454	chr19	49495787	49496461	+	1660	NA	promoter-TSS (RPS11)	NA	-241	RPS11								
DFAM71927V3_1_742_R1_peak_4901	chr12	57771740	57772356	+	1660	NA	promoter-TSS (METTL1)	NA	57	METTL1								
DFAM71927V3_1_742_R1_peak_464	chr1	26500099	26501224	+	1658	NA	Intergenic	NA	28250	HMGN2								
DFAM71927V3_1_742_R1_peak_7966	chr16	56931432	56932407	+	1654	NA	promoter-TSS (HERPUD1)	NA	-171	HERPUD1								
DFAM71927V3_1_742_R1_peak_4711	chr12	48681399	48682646	+	1650	NA	intron (KANSL2, intron 1 of 9)	NA	230	KANSL2								
DFAM71927V3_1_742_R1_peak_13484	chr20	17610389	17612274	+	1645	NA	Intergenic	NA	41377	DSTN								
DFAM71927V3_1_742_R1_peak_10802	chr19	15432552	15433475	+	1645	NA	promoter-TSS (WIZ)	NA	-485	WIZ								
DFAM71927V3_1_742_R1_peak_18501	chr6	41921043	41922019	+	1642	NA	promoter-TSS (MED20)	NA	304	BYSL								
DFAM71927V3_1_742_R1_peak_3667	chr11	62855448	62856351	+	1628	NA	promoter-TSS (SNORD26)	NA	-11	SNHG1								
DFAM71927V3_1_742_R1_peak_2387	chr10	25016268	25017442	+	1627	NA	promoter-TSS (ENKUR)	NA	216	THNSL1								
DFAM71927V3_1_742_R1_peak_14575	chr22	30591514	30592371	+	1627	NA	promoter-TSS (PES1)	NA	15071	PES1								
DFAM71927V3_1_742_R1_peak_19603	chr7	76357662	76359523	+	1618	NA	intron (YWHAG, intron 1 of 1)	NA	433	YWHAG								
DFAM71927V3_1_742_R1_peak_21302	chr9	92293425	92294174	+	1601	NA	promoter-TSS (IARS)	NA	-43	IARS								
DFAM71927V3_1_742_R1_peak_9973	chr18	12947178	12948873	+	1601	NA	promoter-TSS (SEH1L)	NA	-16377	SEH1L								
DFAM71927V3_1_742_R1_peak_5788	chr13	75549128	75550179	+	1601	NA	promoter-TSS (UCHL3)	NA	173	UCHL3								
DFAM71927V3_1_742_R1_peak_12871	chr2	171999687	172000356	+	1600	NA	intron (METAP1D, intron 1 of 9)	NA	124	METAP1D								
DFAM71927V3_1_742_R1_peak_22309	chrX	131830290	131831115	+	1596	NA	promoter-TSS (FIRRE)	NA	-59	FIRRE								
DFAM71927V3_1_742_R1_peak_2962	chr10	102132864	102134107	+	1594	NA	intron (PPRC1, intron 1 of 7)	NA	449	PPRC1								
DFAM71927V3_1_742_R1_peak_3536	chr11	47766334	47768113	+	1593	NA	exon (FNBP4, exon 1 of 14)	NA	237	FNBP4								
DFAM71927V3_1_742_R1_peak_14264	chr21	42878642	42879851	+	1593	NA	promoter-TSS (WDR4)	NA	323	WDR4								
DFAM71927V3_1_742_R1_peak_9306	chr17	51166364	51167338	+	1592	NA	exon (NME1-NME2, exon 6 of 9)	NA	350	NME2								
DFAM71927V3_1_742_R1_peak_16562	chr4	82428740	82430919	+	1578	NA	promoter-TSS (ENOPH1)	NA	396	HNRNPDL								
DFAM71927V3_1_742_R1_peak_13642	chr20	35092683	35093244	+	1577	NA	promoter-TSS (TRPC4AP)	NA	-148	TRPC4AP								
DFAM71927V3_1_742_R1_peak_13210	chr2	231710114	231711107	+	1573	NA	intron (PTMA, intron 1 of 4)	NA	2085	PTMA								
DFAM71927V3_1_742_R1_peak_11052	chr19	29941773	29943186	+	1573	NA	promoter-TSS (URI1)	NA	240	URI1								
DFAM71927V3_1_742_R1_peak_1421	chr1	156500738	156501668	+	1572	NA	promoter-TSS (MEF2D)	NA	-383	MEF2D								
DFAM71927V3_1_742_R1_peak_4089	chr11	102451706	102453195	+	1572	NA	promoter-TSS (LOC101928424)	NA	594	TMEM123								
DFAM71927V3_1_742_R1_peak_18420	chr6	36099332	36100530	+	1572	NA	intron (MAPK14, intron 9 of 10)	NA	22901	LOC101929346								
DFAM71927V3_1_742_R1_peak_19334	chr7	26199494	26202882	+	1569	NA	promoter-TSS (HNRNPA2B1)	NA	-413	HNRNPA2B1								
DFAM71927V3_1_742_R1_peak_1119	chr1	109619454	109620290	+	1564	NA	promoter-TSS (AMPD2)	NA	35	AMPD2								
DFAM71927V3_1_742_R1_peak_15319	chr3	47475444	47476264	+	1556	NA	promoter-TSS (SCAP)	NA	83	SCAP								
DFAM71927V3_1_742_R1_peak_17022	chr5	10249658	10251245	+	1551	NA	promoter-TSS (FAM173B)	NA	281	CCT5								
DFAM71927V3_1_742_R1_peak_20922	chr8	143516266	143516962	+	1550	NA	intron (ZC3H3, intron 7 of 15)	NA	24836	ZC3H3								
DFAM71927V3_1_742_R1_peak_18636	chr6	63211427	63211925	+	1548	NA	Intergenic	NA	108301	LGSN								
DFAM71927V3_1_742_R1_peak_9441	chr17	64505323	64507205	+	1539	NA	promoter-TSS (CEP95)	NA	403	DDX5								
DFAM71927V3_1_742_R1_peak_20720	chr8	108248113	108249105	+	1536	NA	intron (EIF3E, intron 1 of 12)	NA	121	EIF3E								
DFAM71927V3_1_742_R1_peak_19746	chr7	100866866	100867685	+	1533	NA	promoter-TSS (MIR6875)	NA	-53	TRIP6								
DFAM71927V3_1_742_R1_peak_533	chr1	28642966	28643549	+	1531	NA	promoter-TSS (TAF12)	NA	-156	TAF12								
DFAM71927V3_1_742_R1_peak_2621	chr10	68955586	68957324	+	1529	NA	promoter-TSS (DDX21)	NA	332	DDX21								
DFAM71927V3_1_742_R1_peak_20600	chr8	81280174	81281558	+	1528	NA	intron (FABP5, intron 1 of 3)	NA	383	FABP5								
DFAM71927V3_1_742_R1_peak_18586	chr6	45377070	45378643	+	1513	NA	promoter-TSS (SUPT3H)	NA	195	SUPT3H								
DFAM71927V3_1_742_R1_peak_13293	chr2	238288371	238289715	+	1511	NA	promoter-TSS (PER2)	NA	-380	PER2								
DFAM71927V3_1_742_R1_peak_4915	chr12	64403939	64405433	+	1507	NA	exon (XPOT, exon 1 of 25)	NA	313	XPOT								
DFAM71927V3_1_742_R1_peak_21351	chr9	97982743	97985773	+	1507	NA	intron (ANP32B, intron 1 of 6)	NA	1051	ANP32B								
DFAM71927V3_1_742_R1_peak_18757	chr6	108557230	108558812	+	1503	NA	Intergenic	NA	-81472	FOXO3								
DFAM71927V3_1_742_R1_peak_8491	chr17	2392334	2394188	+	1497	NA	intron (MNT, intron 4 of 5)	NA	7703	MNT								
DFAM71927V3_1_742_R1_peak_5482	chr12	133037071	133037902	+	1497	NA	promoter-TSS (RP11-386I8.6)	NA	-40	ZNF84								
DFAM71927V3_1_742_R1_peak_14588	chr22	31345260	31347147	+	1488	NA	promoter-TSS (PATZ1)	NA	60	PATZ1								
DFAM71927V3_1_742_R1_peak_18249	chr6	30570970	30571688	+	1486	NA	promoter-TSS (ABCF1)	NA	-64	ABCF1								
DFAM71927V3_1_742_R1_peak_13197	chr2	231613648	231615606	+	1485	NA	Intergenic	NA	21763	C2orf57								
DFAM71927V3_1_742_R1_peak_2265	chr10	8331970	8332799	+	1485	NA	Intergenic	NA	-64079	LINC00708								
DFAM71927V3_1_742_R1_peak_8575	chr17	6443666	6444532	+	1478	NA	promoter-TSS (FAM64A)	NA	-322	FAM64A								
DFAM71927V3_1_742_R1_peak_6421	chr14	91417689	91418773	+	1476	NA	promoter-TSS (CCDC88C)	NA	-387	CCDC88C								
DFAM71927V3_1_742_R1_peak_1406	chr1	156053243	156054964	+	1468	NA	promoter-TSS (UBQLN4)	NA	-320	UBQLN4								
DFAM71927V3_1_742_R1_peak_6045	chr14	34873181	34875594	+	1467	NA	intron (BAZ1A, intron 2 of 26)	NA	1260	BAZ1A								
DFAM71927V3_1_742_R1_peak_14406	chr22	20116896	20118021	+	1466	NA	promoter-TSS (RANBP1)	NA	56	RANBP1								
DFAM71927V3_1_742_R1_peak_932	chr1	67428658	67431416	+	1463	NA	exon (SERBP1, exon 1 of 8)	NA	403	SERBP1								
DFAM71927V3_1_742_R1_peak_5213	chr12	116594258	116594706	+	1463	NA	Intergenic	NA	35101	MAP1LC3B2								
DFAM71927V3_1_742_R1_peak_14093	chr21	31659218	31660320	+	1463	NA	promoter-TSS (LOC102724449)	NA	147	SOD1								
DFAM71927V3_1_742_R1_peak_3417	chr11	18394065	18395367	+	1463	NA	intron (LDHA, intron 1 of 6)	NA	327	LDHA								
DFAM71927V3_1_742_R1_peak_10495	chr19	5790519	5791385	+	1460	NA	intron (DUS3L, intron 1 of 11)	NA	286	DUS3L								
DFAM71927V3_1_742_R1_peak_3349	chr11	9384328	9385336	+	1453	NA	exon (IPO7, exon 1 of 25)	NA	210	IPO7								
DFAM71927V3_1_742_R1_peak_1099	chr1	108660848	108661795	+	1452	NA	promoter-TSS (HENMT1)	NA	-218	HENMT1								
DFAM71927V3_1_742_R1_peak_20268	chr8	10839318	10840243	+	1452	NA	promoter-TSS (LOC101929229)	NA	119	PINX1								
DFAM71927V3_1_742_R1_peak_843	chr1	52056020	52056863	+	1452	NA	promoter-TSS (TXNDC12)	NA	256	BTF3L4								
DFAM71927V3_1_742_R1_peak_10573	chr19	8832062	8833029	+	1449	NA	promoter-TSS (ZNF558)	NA	-249	ZNF558								
DFAM71927V3_1_742_R1_peak_340	chr1	19251186	19252255	+	1446	NA	promoter-TSS (EMC1)	NA	139	MRTO4								
DFAM71927V3_1_742_R1_peak_13804	chr20	49277999	49279704	+	1444	NA	promoter-TSS (SNORD12C)	NA	-94	SNORD12C								
DFAM71927V3_1_742_R1_peak_7674	chr16	22297048	22298063	+	1442	NA	TTS (TRNAL27)	NA	180	POLR3E								
DFAM71927V3_1_742_R1_peak_14925	chr22	50469419	50470584	+	1441	NA	intron (SBF1, intron 1 of 39)	NA	5037	SBF1								
